Name,Longitude ,Latitude
TKKM o Te Matai,176.359012,-37.791679
Te Miro School,175.545052,-37.807123
Te Pahu School,175.138918,-37.923811
Te Poi School,175.847827,-37.870703
Te Puke Intermediate,176.315235,-37.796326
Te Puke Primary School,176.316123,-37.787599
Te Puna School,176.07668,-37.675658
Te Ranga School,176.272442,-37.904354
Te Rapa School,175.236038,-37.739397
Te Rerenga School,175.596633,-36.754584
Te Kura o Te Teko,176.797505,-38.034199
Te Uku School,174.957154,-37.828021
Te Waotu School,175.68954,-38.144246
Thames South School,175.548269,-37.14458
Thornton School,176.863286,-37.92534
Tirau Primary School,175.755289,-37.975561
Tirohanga School,175.91003,-38.469025
Tirohia School,175.6484,-37.431509
Tokoroa Central School,175.864814,-38.221156
Tokoroa Intermediate,175.859139,-38.227692
Tokoroa North School,175.853813,-38.212816
Turaki School,175.268344,-38.886258
Turua Primary School,175.568916,-37.242176
Upper Atiamuri School,176.068046,-38.332959
Vardon School,175.256973,-37.763356
Waerenga School,175.266455,-37.371726
Te Kura o Waharoa,175.754738,-37.760019
Waihi Beach School,175.938503,-37.405929
Waihi East School,175.856226,-37.38184
Waihi Central School,175.838773,-37.389972
Waikaretu School,174.832139,-37.543431
Waikino School,175.770574,-37.409518
Waikite Valley School,176.256791,-38.341913
Waimana School,177.072257,-38.143098
Waimata School,175.869656,-37.426822
Waingaro School,174.969159,-37.675486
TKKM o Waioweka,177.294319,-38.083847
Te Kura Maori-a-Rohe o Waiohau,176.841697,-38.224309
Waiotahe Valley School,177.192318,-38.026416
Waipa School,175.149736,-37.676024
Waipahihi School,176.08711,-38.717521
Wairakei School,176.101476,-38.619087
Te Kura o Waitahanui,176.076788,-38.787767
Waitakaruru School,175.393144,-37.236201
Waitetuna School,175.030893,-37.846604
Waitomo Caves School,175.10961,-38.261418
Walton School,175.698247,-37.733368
Wairere School,175.778843,-37.72336
Welcome Bay School,176.196543,-37.727465
Westbrook School,176.218749,-38.150636
Western Heights Primary School (Rotorua),176.21339,-38.130546
Whakamarama School,175.99405,-37.717145
Whakamaru School,175.808138,-38.426748
Whakarewarewa School,176.264262,-38.157957
Whakatane Intermediate,176.970443,-37.961255
Whangamarino School,176.344225,-38.026681
Te Kura Mana Maori o Whangaparaoa,177.997523,-37.574822
ACG Parnell College,174.778125,-36.863654
Wharepapa South School,175.534875,-38.142834
Whatawhata School,175.157421,-37.792271
Whenuakite School,175.777175,-36.914996
Whitikahu School,175.345927,-37.611213
Whitiora School,175.270036,-37.779594
Woodlands School (Opotiki),177.262898,-38.038857
Woodstock School,175.274051,-37.769316
Marian Catholic School (Hamilton),175.295005,-37.790842
Kaponga School,174.149432,-39.426204
Crawshaw School,175.232276,-37.773944
Manaia School (Taranaki),174.122399,-39.546778
Matapu School,174.226633,-39.478529
Trentham School,175.044632,-41.128849
Koraunui School,174.984856,-41.180551
Tautoro School,173.840288,-35.472842
Maromaku School,174.10505,-35.486656
Moerewa School,174.008975,-35.393283
TKKM o Taumarere,174.021052,-35.388157
Awahono School - Grey Valley,171.538347,-42.347611
Paparoa Range School,171.311438,-42.452015
Geraldine Primary School,171.238854,-44.096874
Winchester Rural School,171.278428,-44.189986
Temuka Primary School,171.286993,-44.246309
Oceanview Heights School,171.230872,-44.379556
Grantlea Downs School,171.235533,-44.374383
Barton Rural School,171.171624,-44.409938
Bluestone School,171.226384,-44.398364
Beaconsfield School,171.129705,-44.434244
Timaru South School,171.249835,-44.408464
New River Primary,168.358161,-46.4347
Fernworth Primary School,168.369961,-46.431532
Newfield Park School,168.380453,-46.42063
Donovan Primary School,168.340624,-46.378906
Bluff School,168.344301,-46.602359
Lake Brunner School,171.480778,-42.575943
Jean Seabrook Memorial School,172.654826,-43.520222
Ahititi School,174.60681,-38.8584
Auroa School,174.044642,-39.483067
Avon School,174.284728,-39.351029
Bell Block School,174.14481,-39.035752
Central School,174.079959,-39.059185
Devon Intermediate,174.05411,-39.063582
Egmont Village School,174.14538,-39.14647
Eltham School,174.29777,-39.434458
Fitzroy School,174.102941,-39.047956
Frankley School,174.056452,-39.090983
Hawera Intermediate,174.278693,-39.593769
Hawera Primary School,174.275218,-39.592863
Highlands Intermediate,174.089797,-39.074296
Huiakama School,174.568249,-39.261338
Huirangi School,174.249859,-39.051773
Inglewood School,174.200311,-39.15922
Kaimata School,174.291619,-39.161146
Lepperton School,174.209863,-39.062237
Makahu School,174.631143,-39.292842
Mangorei School,174.107552,-39.089712
Manukorihi Intermediate,174.243147,-38.999725
Marco School,174.749717,-39.10776
Marfell School,174.045053,-39.075471
Matiere School,175.102121,-38.764669
Merrilands School,174.103853,-39.063254
Midhirst School,174.264152,-39.290782
Mimi School,174.450166,-38.970822
Mokau School,174.618258,-38.697248
Mokoia School,174.369389,-39.626132
Moturoa School,174.035675,-39.064091
Ngaere School,174.301549,-39.395476
Norfolk School,174.231892,-39.200784
Normanby School,174.27288,-39.54089
Oakura School,173.958018,-39.118917
Omata School,174.01991,-39.093951
Ongarue School,175.288157,-38.712403
Opunake School,173.854785,-39.449975
Pembroke School,174.229135,-39.322739
Puketapu School (New Plymouth),174.151629,-39.025257
Ramanui School,174.280051,-39.599619
Ratapiko School,174.322325,-39.20033
Rawhitiroa School,174.360466,-39.424228
Spotswood Primary School,174.034114,-39.073657
St John Bosco School (New Plymouth),174.102278,-39.051143
St Joseph's School (Hawera),174.280071,-39.589682
St Joseph's School (New Plymouth),174.050768,-39.063408
St Joseph's School (Opunake),173.859687,-39.449516
St Joseph's School (Stratford),174.284851,-39.344073
St Joseph's School (Waitara),174.229207,-39.006109
St Patrick's School (Kaponga),174.151078,-39.429391
St Patrick's School (Inglewood),174.209938,-39.158502
St Pius X School (New Plymouth),174.083019,-39.07539
Stratford School,174.278697,-39.339603
Tawhiti School,174.288885,-39.581157
Tikorangi School,174.27925,-39.034254
Tokirima School,175.01231,-38.939052
Toko School,174.407666,-39.324463
Turuturu School,174.269433,-39.572082
Urenui School,174.390117,-38.999209
Uruti School,174.52966,-38.944845
Vogeltown School,174.077899,-39.079675
Waitara Central School,174.233298,-39.004424
Waitara East School,174.243854,-38.99398
Waitoriki School,174.244444,-39.134057
Welbourn School,174.092675,-39.072168
West End Te Kura O Morere,174.055625,-39.062198
Westown School,174.063477,-39.072671
Whareorino School,174.679813,-38.471893
Woodleigh School,174.066035,-39.081565
Aberfeldy School,175.261856,-39.787142
Aokautere School,175.66447,-40.363623
Apiti School,175.873405,-39.972505
Arahunga School,175.03077,-39.939081
Aranui School (Wanganui),174.979866,-39.930184
Ashhurst School,175.755127,-40.290704
Awahou School,175.811742,-40.177356
Awapuni School (P.North),175.587987,-40.372503
Bainesse School,175.377492,-40.408715
Brunswick School,175.02456,-39.843836
Bulls School,175.385156,-40.16874
Bunnythorpe School,175.633029,-40.282352
Carlton School,175.030805,-39.93517
Castlecliff School,174.992102,-39.940474
Churton School,175.083795,-39.892353
Clifton School (Bulls),175.378622,-40.17967
Cloverlea School,175.584798,-40.345266
TKKM o Otepoti,170.410354,-45.900146
Coley Street School,175.293131,-40.475633
College Street Normal School,175.619958,-40.360635
Colyton School,175.648672,-40.226793
Durie Hill School,175.074217,-39.938773
Feilding Intermediate,175.578245,-40.22273
Fordell School,175.199485,-39.959096
Foxton Beach School,175.226175,-40.461326
Foxton School,175.281985,-40.468783
Glen Oroua School,175.411627,-40.330995
Gonville School,175.030564,-39.94313
Halcombe Primary School,175.498388,-40.147005
Somerset Crescent School,175.584621,-40.352945
Hiwinui School,175.702582,-40.271458
Hokowhitu School,175.6297,-40.357043
Hunterville Consolidated School,175.564246,-39.935509
James Cook School,175.373038,-40.078508
Kai Iwi School,174.931957,-39.851056
Kairanga School,175.53365,-40.347704
Kaitieke School,175.272346,-39.101155
Kaitoke School (Wanganui),175.100271,-39.960891
Kakaramea School,174.446672,-39.706672
Kakatahi School,175.335335,-39.690565
TKKM o Tupoho,174.995812,-39.941396
Keith Street School,175.046264,-39.922316
Kimbolton School,175.778381,-40.053459
Kiwitea School,175.72042,-40.106993
TKKM o Ngati Ruanui,174.269905,-39.592043
Te Kura o Kokohuia,175.004318,-39.943697
Kopane School,175.487356,-40.310271
Linton Camp School,175.591489,-40.411656
Linton Country School,175.551309,-40.429774
Longburn School,175.543011,-40.384889
Lytton Street School,175.576842,-40.218404
Manchester Street School,175.560691,-40.222117
Mangamahu Primary School,175.362156,-39.81776
Mangaweka School,175.790341,-39.80756
Manunui School,175.323172,-38.888887
St Marcellin School (Wanganui),175.015338,-39.937475
Marton Junction School,175.38788,-40.087931
Marton School,175.381026,-40.070854
Mataroa School,175.720986,-39.651711
Milson School,175.612512,-40.331727
Moawhango School,175.861437,-39.580871
Monrad Intermediate,175.592658,-40.362752
Mosston School,175.011622,-39.920256
Mount Biggs School,175.481578,-40.200444
National Park School,175.397776,-39.172556
Newbury School,175.57127,-40.315383
Ngamatapouri School,174.839977,-39.586432
North Street School,175.567391,-40.214048
Ohakune School,175.406211,-39.414808
Okoia School,175.12551,-39.924427
Orautoha School,175.234524,-39.329008
Oroua Downs School,175.319995,-40.374304
Our Lady of Lourdes School (P North),175.595602,-40.362046
Owhango School,175.379644,-38.99747
Central Normal School,175.60348,-40.35089
Palmerston North Intermediate,175.610018,-40.361293
Papanui Junction School,175.543286,-39.676979
Parkland School (P North),175.640595,-40.350794
Pukeokahu School,176.00161,-39.615967
Raetihi Primary School,175.278644,-39.431443
Te Kura o Ratana,175.175514,-40.036629
Riverdale School (P North),175.594325,-40.377704
Rongotea School,175.429049,-40.294796
Roslyn School,175.633244,-40.330165
Ross Intermediate,175.625551,-40.338819
Russell Street School,175.613126,-40.339985
Rutherford Junior High School,175.019271,-39.934177
Sanson School,175.423331,-40.222301
TKKM o Ngati Kahungunu Ki Heretaunga,176.7864,-39.642661
South Makirikiri School,175.309685,-40.086721
St Anne's School (Wanganui),175.067237,-39.9201
St James School (P North),175.631896,-40.360796
St John's Hill School,175.030662,-39.917143
St Joseph's School (Feilding),175.570778,-40.220514
St Joseph's School (Patea),174.478231,-39.759256
St Joseph's School (Taihape),175.791526,-39.683178
St Mary's School (Wanganui),175.04975,-39.912234
St Mary's School (Foxton),175.284334,-40.476827
St Matthew's School (Marton),175.376604,-40.074857
St Mary's School (P North),175.62188,-40.338885
Takaro School,175.590336,-40.359755
Tangimoana School,175.2492,-40.29612
Taonui School,175.599626,-40.256718
Taoroa School,175.942395,-39.692148
Tawhero School,175.015497,-39.936406
Terrace End School,175.627034,-40.34576
Tiritea School,175.619913,-40.401262
Turakina School,175.216024,-40.049299
Upokongaro School,175.113683,-39.866199
Waiouru School,175.673127,-39.468545
Waitotara School,174.736281,-39.804514
Waituna West School,175.642707,-40.041348
Whanganui East School,175.063802,-39.914539
Whanganui Intermediate,175.042535,-39.928663
Waverley Primary School,174.629649,-39.763184
West End School (P North),175.599879,-40.369604
Westmere School (Wanganui),174.994822,-39.896953
Whakarongo School,175.676375,-40.326441
Whangaehu School,175.175478,-40.006511
Whenuakura School,174.512584,-39.743739
Winchester School (P North),175.642693,-40.360057
Argyll East School,176.532534,-39.861195
Arthur Miller School,176.858077,-39.541379
Awapuni School (Gisborne),178.01001,-38.667285
Bledisloe School,176.851602,-39.537196
Bridge Pa School,176.754604,-39.649051
Camberley School,176.818642,-39.626627
Clive School,176.92218,-39.585688
Cobham School,177.995518,-38.660998
Dannevirke South School,176.092542,-40.20929
Ebbett Park School,176.826298,-39.644028
Elgin School,177.993954,-38.655028
Elsthorpe School,176.812564,-39.914918
Eskdale School,176.85281,-39.402534
Fairhaven School (Napier),176.851618,-39.536993
Flaxmere Primary School,176.791421,-39.622396
Flemington School (Waipukurau),176.444697,-40.149885
Frasertown School,177.405379,-38.966593
Frimley School,176.833353,-39.627661
Gisborne Central School,178.030442,-38.654952
Gisborne Intermediate,178.011292,-38.662329
Greenmeadows School,176.858614,-39.529316
Hastings Central School,176.841386,-39.645648
Hastings Intermediate,176.838712,-39.649551
Haumoana School,176.951174,-39.62524
Havelock North Intermediate,176.892153,-39.664526
Havelock North Primary School,176.879959,-39.671266
Henry Hill School,176.887623,-39.516043
Heretaunga Intermediate,176.822682,-39.629217
Hiruharama School,178.260706,-37.928293
Ilminster Intermediate,178.045589,-38.669849
Irongate School,176.782714,-39.628353
Kaiti School,178.045197,-38.675803
Kereru School,176.407528,-39.655869
Kotemaori School,177.03526,-39.062471
Kowhai School,176.841566,-39.64652
Lucknow School,176.871074,-39.674036
Mahora School,176.847839,-39.625897
Makaraka School,177.96045,-38.651239
Makarika School,178.226095,-37.951557
Makauri School,177.957139,-38.625058
Mangapapa School,178.019915,-38.647988
Mangateretere School,176.892941,-39.617377
TKKM o Mangatuna,178.272581,-38.293878
Manutuke School,177.904776,-38.679756
Maraenui Bilingual School (Napier),176.905654,-39.513584
Marewa School,176.905445,-39.505766
Mata School,178.053309,-38.099202
Matawai School,177.534528,-38.359795
Mayfair School,176.860587,-39.637819
Meeanee School,176.889952,-39.544994
Motu School,177.548497,-38.25628
Muriwai School,177.920637,-38.756132
Napier Central School,176.908497,-39.488523
Napier Intermediate,176.906925,-39.495095
Nelson Park School,176.90779,-39.496815
Ngatapa School,177.790362,-38.584566
Norsewood and Districts School,176.21647,-40.070782
Nuhaka School,177.738821,-39.045507
Ohuka School,177.2951,-38.815773
Omahu School,176.759164,-39.581786
Omakere School,176.754079,-40.050987
Onekawa School,176.893107,-39.505535
Ongaonga School,176.418537,-39.915092
Ormond School,177.919532,-38.553027
Otane School,176.631444,-39.898125
Te Kura o Pakipaki,176.787192,-39.687956
Pakowhai School,176.86331,-39.581205
Papatawa School,175.910255,-40.307959
Parkvale School,176.860432,-39.652152
Patoka School,176.605376,-39.347197
Patutahi School,177.888196,-38.62585
Peterhead School,176.791461,-39.629812
Porritt School,176.865427,-39.516268
Port Ahuriri School,176.8984,-39.485683
Potaka School,178.142355,-37.57326
Poukawa School,176.723269,-39.759145
Pukehamoamoa School,176.682763,-39.547142
Pukehou School,176.634291,-39.834399
Puketapu School (Hawkes Bay),176.791193,-39.506323
Putere School,177.027722,-38.943663
Putorino School,177.00688,-39.134348
TKKM o Tapere-Nui-A-Whatonga,178.459778,-37.772241
Raureka School,176.824243,-39.638484
Reignier Catholic School,176.860113,-39.531565
Rere School,177.631542,-38.549218
Richmond School (Napier),176.903285,-39.519237
Riverdale School (Gisborne),178.002553,-38.644379
Riverslea School,176.86965,-39.644556
Ruahine School,176.003221,-40.23409
Sherenden and Districts School,176.575117,-39.505728
Sherwood School (Hawkes Bay),176.309437,-39.941666
St Joseph's School (Dannevirke),176.102267,-40.209894
St Joseph's School (Hastings),176.846363,-39.646231
St Joseph's School (Waipukurau),176.559062,-39.994546
St Joseph's School (Wairoa),177.420176,-39.034809
St Mary's Catholic School (Gisborne),177.990033,-38.648417
St Mary's School (Hastings),176.847237,-39.623917
Takapau School,176.34649,-40.025336
Tamatea Intermediate,176.872722,-39.514748
Tamatea School,176.86843,-39.50899
Taradale Intermediate,176.851551,-39.538776
Taradale School,176.843615,-39.534894
Te Awa School,176.916673,-39.511461
Te Hapara School,178.00129,-38.651398
Te Mata School (Havelock North),176.891791,-39.664097
Te Pohue School,176.683117,-39.253028
Te Wharau School (Gisborne),178.04279,-38.668854
The Terrace School (Waipukurau),176.551007,-40.002807
Tikitiki School,178.412605,-37.793167
Tikokino School,176.453479,-39.8213
Tiniroto School,177.56816,-38.77402
Hatea-A-Rangi,178.315128,-38.131952
Tutira School,176.881858,-39.203001
Twyford School,176.796906,-39.601147
Waerenga-O-Kuri School,177.771687,-38.68797
Waikirikiri School,178.056838,-38.674494
Waimarama School,176.987166,-39.803359
Wainui Beach School,178.075122,-38.683687
Waipawa School,176.590064,-39.943614
Waipukurau School,176.554965,-39.996655
Weber School,176.312819,-40.401351
Westshore School,176.882976,-39.477054
Whangara School,178.215469,-38.556338
Te Kura Kaupapa Maori o Whatatutu,177.835718,-38.378707
Woodville School,175.870508,-40.337646
St Patrick's School (Napier),176.895635,-39.503727
Kimi Ora Community School,176.773163,-39.61362
Hawke's Bay School for Teenage Parents,176.895718,-39.505957
Karanga Mai Young Parents College,172.644532,-43.38764
Te Whare Whai Hua Teenage Parent Centre,178.000149,-38.643658
Wairarapa Teen Parent Unit,175.666481,-40.961647
Te Whakatipuranga (Otumoetai TPU),176.15074,-37.733441
He Huarahi Tamariki,174.835926,-41.160383
Rotorua School for Young Parents,176.225635,-38.138123
Stratford High School Teen Parent Unit,174.296841,-39.340203
Titiro Whakamua,175.052708,-41.131262
Whakatipuria Teen Parent Unit,175.625991,-40.338452
He Mataariki School for Teen Parents,174.303392,-35.742045
Kawerau Teen Parent Unit,176.703192,-38.095456
Fraser High School TPU,175.2446,-37.784147
Eden Campus,174.759781,-36.88228
Kimihia Parents' College,172.673447,-43.544767
Clendon Teen Parent Unit,174.867889,-37.034958
Alfredton School,175.857767,-40.680949
Arakura School,174.944295,-41.241959
Avalon School,174.944062,-41.194731
Ballance School,175.798757,-40.402007
Bellevue School (Newlands),174.82521,-41.225623
Belmont School (Lower Hutt),174.928899,-41.191492
Berhampore School,174.773549,-41.321097
Birchville School,175.099817,-41.092643
Blenheim School,173.955565,-41.510731
Bohally Intermediate,173.944347,-41.504564
Boulcott School,174.921778,-41.201381
Brandon Intermediate,174.870831,-41.143157
Brooklyn School (Wellington),174.766454,-41.306172
Cannons Creek School,174.865675,-41.140745
Cardinal McKeefry School (Wilton),174.756973,-41.275842
Carterton School,175.530685,-41.026465
Cashmere Avenue School,174.798197,-41.247788
Crofton Downs Primary School,174.764037,-41.259599
Churton Park School,174.808277,-41.20847
Clifton Terrace Model School,174.772853,-41.2833
Clyde Quay School,174.7845,-41.296017
Corinna School,174.882281,-41.133541
Dalefield School,175.477596,-41.025384
Discovery School,174.890107,-41.11058
Dyer Street School,174.936277,-41.202121
Eastern Hutt School,174.912083,-41.208387
Eketahuna School,175.709131,-40.64923
Epuni School,174.933368,-41.209258
Evans Bay Intermediate,174.797044,-41.315374
Fairfield School (Levin),175.304844,-40.6189
Fairhall School,173.896786,-41.530597
Featherston School,175.32675,-41.118632
Fergusson Intermediate (Trentham),175.037186,-41.126526
Fernlea School,174.937905,-41.264097
Fernridge School,175.615934,-40.933594
Fraser Crescent School,175.061058,-41.121541
Gladstone School (Masterton),175.654504,-41.080436
Pukeatua Primary School (Wainuiomata),174.94952,-41.254031
Glenview School (Porirua East),174.86707,-41.147127
Gracefield School,174.91562,-41.231665
Greenacres School,174.838773,-41.164324
Greytown School,175.460428,-41.082514
Grovetown School,173.968885,-41.481336
Hampton Hill School,174.822493,-41.166068
Hataitai School,174.800728,-41.298114
Havelock School,173.766556,-41.280887
Hillcrest School (Pahiatua),175.847638,-40.457073
Holy Family School (Porirua),174.859455,-41.139873
Houghton Valley School,174.787649,-41.334152
Hutt Central School,174.891819,-41.212431
Hutt Intermediate,174.913594,-41.215243
Island Bay School,174.77494,-41.335665
Johnsonville School,174.805557,-41.21932
West Park School,174.797293,-41.224691
Kahutara School,175.340717,-41.227188
Kapanui School,175.054628,-40.873785
Mahinawa Specialist School and Resource Centre,174.830023,-41.12722
Kapiti School,175.005021,-40.914308
Karori Normal School,174.741874,-41.284073
Karori West Normal School,174.722326,-41.289454
Kelburn Normal School,174.761649,-41.287277
Kelson School,174.933121,-41.180638
Kenakena School,174.992264,-40.884056
Khandallah School,174.789741,-41.244029
Kilbirnie School,174.793705,-41.308635
Koputaroa School,175.337386,-40.578429
Korokoro School,174.867211,-41.215811
Levin East School,175.296785,-40.628682
Levin Intermediate,175.270373,-40.62007
Levin North School,175.286113,-40.614282
Levin School,175.272587,-40.620141
Linden School,174.835441,-41.159351
Linkwater School,173.87947,-41.289162
Lyall Bay School,174.79315,-41.324592
Maidstone Intermediate,175.059626,-41.122612
Makara Model School,174.704915,-41.268112
Makuri School,176.013994,-40.532432
Manakau School,175.217884,-40.713712
Mangaroa School,175.116071,-41.123065
Mangatainoka School,175.862935,-40.417309
Maoribank School,175.099717,-41.113502
Maraeroa School,174.872226,-41.140694
Holy Cross School (Miramar),174.82005,-41.317091
Martinborough School,175.452717,-41.218711
Masterton Intermediate,175.640522,-40.956936
Mauriceville School,175.702162,-40.775214
Mayfield School (Blenheim),173.95493,-41.499975
Miramar Central School,174.818704,-41.314335
Miramar North School,174.824236,-41.303907
Mt Cook School (Wellington),174.778692,-41.297617
Muritai School,174.89712,-41.291865
Naenae Intermediate,174.944649,-41.196865
Naenae School,174.946045,-41.204173
Natone Park School,174.879629,-41.130765
Newlands Intermediate,174.824028,-41.219122
Newlands School,174.820917,-41.224717
Newtown School,174.779603,-41.311015
Ngaio School,174.776172,-41.249281
Ngati Toa School,174.835256,-41.117481
Normandale School,174.886189,-41.202413
Northland School,174.760123,-41.280653
Ohau School,175.251628,-40.662132
Opaki School,175.661464,-40.896098
Opiki School,175.459999,-40.442991
Otaki School,175.144198,-40.75514
Our Lady of Rosary School (Waiwhetu),174.914634,-41.225611
Owhiro Bay School,174.759738,-41.337796
Oxford Crescent School,175.07508,-41.118985
Paekakariki School,174.957503,-40.982131
Pahiatua School,175.839089,-40.451535
Papakowhai School,174.867393,-41.11339
Paparangi School,174.819394,-41.214564
Paraparaumu Beach School,174.994678,-40.890536
Paraparaumu School,175.008925,-40.917357
Paremata School,174.86826,-41.106972
Pauatahanui School,174.916938,-41.104943
Petone Central School,174.880252,-41.224085
Picton School,174.001254,-41.29381
Pinehaven School,175.015217,-41.160827
Pirinoa School,175.20479,-41.353011
Plateau School,175.132971,-41.093604
Plimmerton School,174.866007,-41.078996
Pomare School,174.963542,-41.172119
Pongaroa School,176.194458,-40.541004
Porirua East School,174.849129,-41.13977
Porirua School,174.835301,-41.129837
Poroutawhao School,175.27062,-40.55271
Postgate School,174.880044,-41.112681
Pukerua Bay School,174.885228,-41.035405
Maungaraki School,174.87814,-41.209627
Randwick School,174.904636,-41.229324
Rangikura School,174.871648,-41.117726
Rapaura School,173.901391,-41.473052
Raroa Normal Intermediate,174.800392,-41.231078
Rata Street School,174.956529,-41.199385
Raumati Beach School,174.982948,-40.919508
Raumati South School,174.984759,-40.9334
Redwood School (Tawa),174.821897,-41.182091
Redwoodtown School,173.953141,-41.530202
Renwick School,173.831527,-41.5082
Rewa Rewa School,174.818949,-41.220507
Ridgway School,174.764465,-41.315749
Riverlands School,173.985019,-41.523835
Roseneath School,174.802491,-41.287468
Russell School (Porirua East),174.872213,-41.134335
Sacred Heart School (Petone),174.880174,-41.223266
Sacred Heart Cathedral School,174.775729,-41.275814
San Antonio School (Eastbourne),174.894762,-41.293471
Seatoun School,174.83684,-41.326458
Seddon School,174.072937,-41.675517
Shannon School,175.41488,-40.544754
Silverstream School,175.012661,-41.148127
Solway School,175.612663,-40.960548
South End School,175.519194,-41.033976
South Featherston School,175.351819,-41.13851
South Wellington Intermediate,174.780255,-41.318186
Spring Creek School,173.968679,-41.458482
Springlands School,173.932774,-41.507008
St Annes School (Newtown),174.781641,-41.311289
St Anthony's School (Pahiatua),175.844843,-40.453435
St Anthony's School (Seatoun),174.829603,-41.323844
St Benedict's School (Khandallah),174.791429,-41.249506
St Bernadette's School (Naenae),174.953131,-41.201423
St Bernard's School (Brooklyn),174.763516,-41.308432
St Brendan's School (Heretaunga),175.0318,-41.139254
St Brigids School (Johnsonville),174.801905,-41.222341
St Francis De Sales School (Is.Bay),174.77506,-41.337887
St Francis Xavier School (Tawa),174.824816,-41.179001
St Joseph's School (Levin),175.278813,-40.624201
St Joseph's School (Picton),174.006487,-41.294306
St Joseph's School (Upper Hutt),175.068514,-41.123463
St Mary's School (Blenheim),173.952782,-41.517618
St Mary's School (Carterton),175.523697,-41.030689
St Michael's School (Taita),174.960972,-41.177116
St Patrick's School (Masterton),175.653523,-40.95265
Our Lady of Kapiti School,174.996503,-40.907413
St Claudine Thevenet School,174.938944,-41.257632
St Patrick's School (Kilbirnie),174.794344,-41.3172
St Peter Chanel School (Otaki),175.142067,-40.746593
Sts Peter and Paul School (L.Hutt),174.905743,-41.211463
St Pius X School (Titahi Bay),174.836613,-41.111479
St Teresa's School (Featherston),175.328752,-41.115135
St Teresa's School (Karori),174.734099,-41.28588
St Theresa's School (Plimmerton),174.869302,-41.084428
Tairangi School,174.881475,-41.121953
Taita Central School,174.955351,-41.180931
Avalon Intermediate,174.950963,-41.188994
Taitoko School,175.289795,-40.638307
Tawa Intermediate,174.832994,-41.163938
Tawa School,174.825894,-41.173148
Tawhai School,174.988098,-41.172627
Te Aro School,174.769202,-41.293331
Te Horo School (Otaki),175.129637,-40.810553
Thorndon School,174.779963,-41.273914
Tinui School,176.072881,-40.877917
Titahi Bay Intermediate,174.842312,-41.114252
Titahi Bay North School,174.843226,-41.102159
Titahi Bay School,174.840143,-41.111638
Tokomaru School,175.510626,-40.474947
Totara Park School,175.082547,-41.110987
Tua Marina School,173.96222,-41.429439
Tui Glen School,174.983215,-41.169495
Tuturumuri School,175.487239,-41.414411
Upper Hutt School,175.064807,-41.12642
Wadestown School,174.767833,-41.262739
Waikanae School,175.069658,-40.876317
Waikawa Bay School,174.037993,-41.271638
Wainuiomata Primary School,174.955785,-41.275343
Wainuioru School,175.809549,-41.037253
Wairau Valley School (Blenheim),173.527347,-41.562571
Waitaria Bay School,174.044021,-41.158283
Waitohu School,175.166354,-40.757712
Ward School,174.13992,-41.826488
Waterloo School,174.92438,-41.215389
Whareama School,176.036352,-40.956185
Whitney Street School,173.948782,-41.519958
Wilford School,174.890735,-41.223419
Otari School,174.756417,-41.26824
Windley School,174.859127,-41.140932
Witherlea School,173.955383,-41.541
Worser Bay School,174.827108,-41.312845
TKKM o Te Hiringa,175.859137,-38.237982
Te Kura-a-iwi o Whakatupuranga Rua Mano,175.135211,-40.751039
TKKM o Waiuku,174.731249,-37.255099
TKKM o Hurungaterangi,176.22598,-38.138376
TKKM o Te Kotuku,174.59757,-36.875379
TKKM o Whangaroa,173.895554,-35.041691
TKKM o Te Ara Hou,176.891878,-39.509898
Te Wharekura o Manurewa,174.857339,-37.024419
TKKM o Pukemiro,173.259188,-35.123178
Te Wharekura o Te Rau Aroha,175.675173,-37.668709
TKKM o Te Tonga o Hokianga,173.462367,-35.474229
Te Kura Kaupapa Maori o Taumarunui,175.295105,-38.887056
TKKM o Kawakawa mai Tawhiti,178.29179,-37.591403
Appleby School,173.119986,-41.306922
Auckland Point School,173.277868,-41.268291
Birchwood School,173.224447,-41.306739
Brightwater School,173.112957,-41.37914
Broadgreen Intermediate,173.232856,-41.306113
Brooklyn School (Motueka),172.971174,-41.09507
Canvastown School,173.668124,-41.288827
Clifton Terrace School,173.322844,-41.224653
Dovedale School,172.894626,-41.287342
Enner Glynn School,173.253976,-41.30557
Granity School,171.85248,-41.630018
Hampden Street School,173.277316,-41.284804
Henley School (Nelson),173.195158,-41.341242
Hira School,173.394416,-41.216183
Hope School,173.145106,-41.3692
Inangahua Junction School,171.948942,-41.85937
Lake Rotoiti School,172.851579,-41.801592
Lower Moutere School,172.99527,-41.154344
Mahana School,173.044234,-41.26635
Maitai School,173.291893,-41.273325
Mapua School,173.090942,-41.246727
Maruia School,172.220716,-42.187481
Motueka South School,173.008469,-41.127726
Motupipi School,172.851265,-40.852913
Nayland Primary School,173.231984,-41.307038
Nelson Central School,173.28919,-41.277564
Nelson Intermediate,173.267366,-41.28928
Ngatimoti School,172.875574,-41.202591
Parklands School (Motueka),173.009272,-41.110341
Ranzau School,173.148589,-41.348834
Richmond School (Nelson),173.18201,-41.33948
Riwaka School,172.999161,-41.076405
Sacred Heart School (Reefton),171.867433,-42.117611
St Canice's School (Westport),171.605556,-41.754883
St Joseph's School (Nelson),173.287786,-41.278585
St Peter Chanel School (Motueka),173.010998,-41.126308
Stoke School,173.230619,-41.316379
