Name,Longitude ,Latitude
Sir Edmund Hillary Collegiate Middle School,174.878555,-36.950392
Bairds Mainfreight Primary School,174.86696,-36.959509
Balmoral School (Auckland),174.745822,-36.884573
Bayfield School,174.731366,-36.847738
Bayswater School,174.787647,-36.809716
Bayview School,174.706553,-36.772258
Beach Haven School,174.691075,-36.7939
Beachlands School,174.999507,-36.884661
Belmont Intermediate,174.789451,-36.803593
Belmont School (Auckland),174.791388,-36.806213
Birdwood School,174.601802,-36.856019
Birkdale Intermediate,174.700666,-36.796118
Birkdale North School,174.701507,-36.790698
Birkdale Primary School,174.703493,-36.800327
Birkenhead School,174.723844,-36.811005
Blockhouse Bay Intermediate,174.694022,-36.918925
Blockhouse Bay School,174.702161,-36.924902
Bombay School,174.995081,-37.185532
Botany Downs School,174.922774,-36.912084
Brookby School,174.993987,-36.987433
Browns Bay School,174.744662,-36.721853
Bruce McLaren Intermediate,174.627079,-36.895336
Buckland School,174.926351,-37.228336
Bucklands Beach Intermediate,174.910451,-36.883126
Bucklands Beach Primary School,174.908001,-36.865755
Campbells Bay School,174.759313,-36.754726
Chaucer School,174.694563,-36.914455
Chelsea School,174.70762,-36.816259
Christ the King Catholic School (Owairaka),174.720693,-36.904106
Churchill Park School,174.87357,-36.851496
Clayton Park School,174.896892,-37.041063
Clendon Park School,174.87079,-37.017939
Clevedon School,175.038957,-36.990305
Sir Edmund Hillary Collegiate Junior School,174.877274,-36.950211
Coatesville School,174.64439,-36.717952
Cockle Bay School,174.939224,-36.905057
Colwill School,174.632881,-36.834051
Conifer Grove School,174.911616,-37.048538
Cornwall Park District School,174.789076,-36.892542
Cosgrove School,174.957852,-37.05411
Dairy Flat School,174.638892,-36.667771
Dawson School,174.893387,-36.974374
Devonport Primary School,174.799485,-36.828336
Dominion Road School,174.743731,-36.904868
Don Buck School,174.609884,-36.85121
Drury School,174.949722,-37.098797
East Tamaki School,174.886533,-36.96255
Edendale School (Auckland),174.737208,-36.887372
Edmonton School,174.642281,-36.865667
Edmund Hillary School,174.95773,-37.06738
Ellerslie School,174.805733,-36.898633
Elm Park School,174.889952,-36.910383
Epsom Normal School,174.77054,-36.890747
Fairburn School,174.849834,-36.947799
Farm Cove Intermediate,174.890999,-36.896484
Favona School,174.806962,-36.953953
Ferguson Intermediate (Otara),174.882443,-36.964274
Finlayson Park School,174.87199,-37.032006
Flanshaw Road School,174.645463,-36.860805
Flat Bush School,174.883673,-36.975289
Forrest Hill School,174.749432,-36.773717
Freemans Bay School,174.752809,-36.852048
Freyberg Community School,174.651176,-36.871038
Fruitvale Road School,174.667362,-36.91565
Gladstone School (Auckland),174.71247,-36.880182
Glamorgan School,174.735313,-36.702673
Glen Eden Intermediate,174.652547,-36.92455
Glen Eden School,174.652086,-36.90865
Glen Innes School,174.857045,-36.87415
Glen Taylor School,174.863975,-36.869826
Glenavon School,174.701981,-36.909858
Glenbrae Primary School,174.870065,-36.87336
Glenbrook School,174.75142,-37.204954
Glendene School,174.655175,-36.886854
Glendowie School,174.875679,-36.863142
Glenfield Intermediate,174.732175,-36.779792
Glenfield Primary School,174.727632,-36.779642
Good Shepherd School (Balmoral),174.743509,-36.891181
Green Bay Primary School,174.672668,-36.931681
Greenhithe School,174.675395,-36.774022
Greenmeadows Intermediate,174.906355,-37.029261
Grey Lynn School,174.735488,-36.863128
Halsey Drive School,174.719184,-36.93271
Harrisville School,174.95157,-37.239971
Hauraki School,174.77445,-36.803868
Hay Park School,174.744284,-36.923679
Helensville School,174.453861,-36.679301
Henderson Intermediate,174.627983,-36.867743
Henderson North School,174.626326,-36.869724
Henderson School,174.636279,-36.881192
Henderson South School,174.622352,-36.888585
Henderson Valley School,174.59229,-36.899044
Hillpark School,174.899472,-37.014103
Hillsborough School,174.757733,-36.923252
Hobsonville School,174.637212,-36.805129
Holy Cross School (Papatoetoe),174.860421,-36.979568
Holy Cross Catholic School (Henderson),174.636365,-36.886968
Homai School,174.880252,-37.01243
Howick Intermediate,174.918246,-36.899689
Howick Primary School,174.915936,-36.897738
Huapai District School,174.536945,-36.774074
Hunua School,175.074807,-37.079793
Jean Batten School,174.814316,-36.973938
Kaiaua School,175.298105,-37.09972
Kaipara Flats School,174.545885,-36.408373
Karaka School,174.902942,-37.125285
Kaukapakapa School,174.494878,-36.617883
Kauri Park School,174.69842,-36.805482
Kaurilands School,174.65451,-36.928233
Kedgley Intermediate,174.834163,-36.976891
Kelston Intermediate,174.663895,-36.897624
Kelston School,174.665451,-36.903467
Kelvin Road School,174.959609,-37.063363
Kingsford School,174.827389,-36.973509
Kohimarama School,174.837156,-36.854781
Konini School (Auckland),174.642889,-36.927232
Koru School,174.803964,-36.958266
Kowhai Intermediate,174.748562,-36.872187
Laingholm School,174.627211,-36.962451
Leabank School,174.886552,-37.034195
Leigh School,174.803596,-36.291113
Lincoln Heights School,174.619682,-36.84487
Long Bay School,174.734597,-36.691084
Mairangi Bay School,174.747386,-36.744593
Mangatangi School,175.204623,-37.199816
Mangatawhiri School,175.12297,-37.213804
Mangere Bridge School,174.786866,-36.946366
Mangere Central School,174.790514,-36.974111
Mangere East School,174.825119,-36.964507
Manuka Primary School,174.716924,-36.77483
Royal Oak Intermediate School,174.774515,-36.915792
Manurewa East School,174.908654,-37.02227
Manurewa Intermediate,174.885516,-37.022515
Manurewa Central School,174.896027,-37.020491
Manurewa South School,174.896078,-37.033073
Manurewa West School,174.886906,-37.024392
Maraetai Beach School,175.036926,-36.878781
Maramarua School,175.227784,-37.251032
Marist School (Mt Albert),174.725359,-36.880871
Marist Catholic School (Herne Bay),174.735627,-36.851308
Marlborough School,174.730623,-36.785857
Marshall Laing School,174.718233,-36.916177
Massey Primary School,174.600247,-36.83954
Matakana School,174.715126,-36.355014
Matipo Road School,174.641102,-36.837365
Mauku School,174.820835,-37.205572
Maungawhau School,174.754176,-36.891908
May Road School,174.730591,-36.915293
Mayfield School (Auckland),174.886825,-36.952764
Meadowbank School,174.819916,-36.874784
Mellons Bay School,174.931409,-36.886362
Mercer School,175.057211,-37.27622
Meremere School,175.073248,-37.317894
Milford School (Auckland),174.761139,-36.775003
Monte Cecilia School (Mt Roskill),174.745712,-36.927969
Mt Eden Normal School,174.756557,-36.876971
Mt Richmond School,174.841867,-36.93942
Mountain View School,174.785755,-36.954677
Mt Albert School,174.731511,-36.878118
Mt Carmel School (Meadowbank),174.824908,-36.87333
Mt Roskill Intermediate,174.744698,-36.91027
Mt Roskill Primary School,174.748274,-36.911446
Mulberry Grove School,175.494821,-36.312636
Murrays Bay Intermediate,174.744644,-36.73448
Murrays Bay School,174.746691,-36.733043
Macleans Primary School,174.912216,-36.888944
New Lynn School,174.681073,-36.914497
New Windsor School,174.712845,-36.907107
Newmarket School,174.774186,-36.870561
Newton Central School,174.751635,-36.862513
Nga Iwi School,174.802697,-36.97261
Northcote Intermediate,174.745657,-36.799157
Northcote School (Auckland),174.742873,-36.809975
Northcross Intermediate,174.725734,-36.715788
Oaklynn Special School,174.681334,-36.918271
Okiwi School,175.394391,-36.154905
Onehunga Primary School,174.783621,-36.92067
Onepoto School,174.746612,-36.79803
Opaheke School,174.9505,-37.074307
Orakei School,174.815043,-36.858376
Oranga School,174.80004,-36.907138
Oratia School,174.620405,-36.913039
Orere School,175.22616,-36.977935
Orewa North School,174.688479,-36.579615
Orewa School,174.678986,-36.585841
Otahuhu Intermediate,174.847248,-36.937132
Otahuhu School,174.839663,-36.942853
Otaua School,174.741349,-37.306305
Our Lady Sacred Heart School (Epsom),174.770375,-36.897436
Owairaka District School,174.715658,-36.895219
Owairoa Primary School,174.926309,-36.899077
Paerata School,174.901945,-37.166972
Pakuranga Heights School,174.882538,-36.915569
Pakuranga Intermediate,174.876417,-36.91418
Panama Road School,174.853836,-36.926098
Panmure Bridge School,174.863906,-36.901884
Panmure District School,174.842517,-36.901551
Papakura Central School,174.936786,-37.067973
Papakura Intermediate,174.953941,-37.06625
Papakura Normal School,174.936159,-37.048895
Kereru Park Campus,174.936647,-37.074483
Paparimu School,175.126691,-37.1462
Papatoetoe Central School,174.864139,-36.973673
Papatoetoe East School,174.875623,-36.973521
Papatoetoe Intermediate,174.854483,-36.961662
Papatoetoe North School,174.835289,-36.971049
Papatoetoe South School,174.853097,-36.988413
Papatoetoe West School,174.848344,-36.979127
Parakai School,174.432924,-36.663249
Ridgeview School,174.648367,-36.754652
Park Estate School,174.938739,-37.084568
Parkside School,174.897546,-37.216189
Parnell School,174.787907,-36.855398
Pasadena Intermediate,174.717967,-36.865835
Patumahoe Primary School,174.832724,-37.18751
Pigeon Mountain School,174.90705,-36.882663
Pt Chevalier School,174.70421,-36.860666
Pt England School,174.866626,-36.882824
Pokeno School,175.01488,-37.243489
Pomaria Road School,174.626359,-36.861407
Ponsonby Intermediate,174.739685,-36.848062
Ponsonby Primary School,174.738996,-36.842089
Prospect School,174.639896,-36.915183
Puhinui School,174.866042,-36.985961
Pukekawa School,174.986308,-37.341765
Pukekohe East School,174.94503,-37.184495
Pukekohe Hill School,174.892292,-37.211548
Pukekohe Intermediate,174.901574,-37.203599
Pukekohe North School,174.895974,-37.195792
Pukeoware School,174.774925,-37.2426
Puni School,174.854579,-37.232363
Ramarama School,174.973731,-37.142299
Rangeview Intermediate,174.644965,-36.868618
Ranui School,174.603405,-36.865845
Redhill School,174.971627,-37.06993
Redoubt North School,174.889971,-36.985861
Remuera Intermediate,174.799566,-36.886298
Remuera School,174.793116,-36.881602
Richmond Road School,174.739776,-36.856163
Riverhead School,174.593955,-36.753222
Riverhills School,174.889635,-36.91995
Riverina School,174.861812,-36.913968
Robertson Road School,174.810345,-36.967794
Rongomai School,174.889019,-36.968476
Roscommon School,174.863548,-37.026919
Rosebank School (Auckland),174.68573,-36.888165
Rosehill School,174.93643,-37.075816
Rosehill Intermediate,174.935794,-37.078203
Rowandale School,174.875236,-37.024803
Royal Oak School,174.774377,-36.908656
Royal Road School,174.618092,-36.831663
Ruapotaka School,174.860646,-36.888067
Rutherford School,174.648899,-36.852559
Sandspit Road School,174.723951,-37.240151
Shelly Park School,174.944935,-36.908181
Sherwood School (Auckland),174.730852,-36.715417
Silverdale School,174.679657,-36.606136
Sir Keith Park School,174.802486,-36.955425
Sommerville School,174.866049,-36.893942
St Anne's Catholic School (Manurewa),174.882431,-37.021108
St Dominic's Catholic School (Blockhouse Bay),174.698727,-36.919391
St Francis Catholic School (Pt Chevalier),174.708386,-36.870176
St Heliers School,174.860517,-36.857581
St Ignatius Catholic School (St Heliers),174.850046,-36.852689
St John the Evangelist Catholic School,174.869759,-36.961253
St John's School (Mairangi Bay),174.743684,-36.738602
St Joseph's School (Grey Lynn),174.739932,-36.867101
St Joseph's School (Onehunga),174.788102,-36.922912
St Joseph's School (Orakei),174.820997,-36.86268
St Joseph's School (Otahuhu),174.847641,-36.945141
St Joseph's School (Pukekohe),174.901262,-37.195916
St Joseph's Catholic School (Takapuna),174.762322,-36.7911
St Leonards Road School,174.662759,-36.898886
St Leo's Catholic School (Devonport),174.796562,-36.825322
St Mark's School (Pakuranga),174.89715,-36.90145
St Mary's Catholic School (Papakura),174.93651,-37.071188
St Mary's School (Avondale),174.693381,-36.901674
St Mary's School (Ellerslie),174.803433,-36.895625
St Mary's School (Northcote),174.738374,-36.810238
St Michael's Catholic School (Remuera),174.783908,-36.873455
St Patrick's School (Panmure),174.857072,-36.902248
St Pius X Catholic School (Glen Innes),174.854399,-36.871504
St Therese School (Three Kings),174.750528,-36.908246
St Thomas School (Auckland),174.841451,-36.863082
Stanhope Road School,174.83179,-36.895578
Stanley Bay School,174.784759,-36.825518
Stanmore Bay School,174.727916,-36.623469
Our Lady Star of the Sea School (Howick),174.922995,-36.919424
Sunnyhills School,174.883307,-36.90209
Sunnybrae Normal School,174.744713,-36.789612
Sunnydene Special School,174.752132,-36.905353
Sunnynook School,174.742492,-36.752399
Sunnyvale School,174.636053,-36.892404
Sutton Park School,174.821815,-36.957181
Swanson School,174.581335,-36.865447
Sylvia Park School,174.836561,-36.913478
Takanini School,174.924695,-37.039337
Takapuna Normal Intermediate,174.754987,-36.787299
Takapuna School,174.768572,-36.787886
Tamaki School,174.864556,-36.89468
Target Road School,174.733365,-36.763379
Taupaki School,174.544543,-36.820261
Te Atatu Intermediate,174.65287,-36.840456
Peninsula Primary School,174.65172,-36.833201
Te Hihi School,174.833213,-37.114731
Te Kohanga School,174.845211,-37.312704
Te Papapa School,174.799655,-36.915229
Three Kings School,174.759204,-36.907365
Tirimoana School,174.650586,-36.880337
Titirangi School,174.653782,-36.938085
Torbay School,174.745881,-36.705384
Tuakau School,174.940002,-37.265931
Valley School,174.91329,-37.196975
Vauxhall School,174.803082,-36.817045
Verran Primary School,174.713393,-36.802719
Victoria Avenue School,174.799034,-36.8655
View Road School,174.732101,-37.245932
Viscount School,174.791454,-36.967462
Waiau Pa School,174.751987,-37.138169
Waikowhai Intermediate,174.743232,-36.923362
Waikowhai School,174.741339,-36.930135
Waimauku School,174.491337,-36.769953
Wainui School,174.591915,-36.607049
Waioneke School,174.297376,-36.542443
Waipipi School,174.675501,-37.214288
Wairau Intermediate,174.741895,-36.760483
Wairau Valley Special School,174.733696,-36.777948
Waitakere School,174.539563,-36.85194
Waitoki School,174.549547,-36.635456
Waiuku Primary School,174.73289,-37.257573
Wakaaranga School,174.894051,-36.897089
Warkworth School,174.656906,-36.397754
Waterlea Public School,174.772874,-36.943723
Waterview School,174.700846,-36.87706
Wesley Intermediate,174.729639,-36.903231
Wesley School,174.727704,-36.899937
West Harbour School,174.62252,-36.823556
Western Heights School (Auckland),174.616385,-36.882467
Westmere School (Auckland),174.724377,-36.85974
Waimahia Intermediate School,174.86547,-37.035345
Weymouth School,174.865614,-37.046591
Whangaparaoa School (Auckland),174.754756,-36.635549
Whenuapai School,174.61889,-36.793237
Willow Park School,174.733482,-36.797397
Wilson School,174.786673,-36.800195
Windy Ridge School,174.711448,-36.789845
Wiri Central School,174.885457,-37.000486
Woodhill School,174.438699,-36.742709
Woodlands Park School,174.629718,-36.946496
Wymondley Road School,174.856365,-36.951003
Yendarra School,174.877703,-36.966108
Chapel Downs School,174.902022,-36.980376
Nova Montessori School,172.724993,-43.510659
TKKM o Te Raki Paewhenua,174.732119,-36.743396
St Anthony's School (Wanganui),175.024062,-39.939598
Gloriavale Christian Community School,171.700453,-42.602591
St Francis Xavier Catholic School (Whangarei),174.31496,-35.702866
TKKM o Toku Mapihi Maurea,175.324236,-37.788588
Marina View School,174.64074,-36.81496
Kaitoke School (Claris),175.47276,-36.256771
Riverview School,173.969687,-35.207821
Titirangi Rudolf Steiner School,174.640776,-36.952033
ACG Senior College,174.765196,-36.852328
ACG New Zealand International College,174.762486,-36.854547
Bishop Edward Gaines Catholic School,175.877656,-38.223825
St Matthew's Primary School (Hastings),176.840089,-39.641202
Timaru Christian School,171.228316,-44.403578
Te Ra School,174.984668,-40.937769
TKKM o Ngati Kahungunu o Te Wairoa,177.417864,-39.041004
TKKM o Ngati Rangi,175.391594,-39.414824
TKKM o Te Whanau Tahi,172.614592,-43.564588
Te Kura Akonga O Manurewa,174.923019,-37.023864
Ascot Community School,168.384837,-46.407172
St Paul's School (Richmond),173.194838,-41.337953
Central Regional Health School,174.782513,-41.271924
Southern Health School,172.632808,-43.53514
St Mary MacKillop Catholic School,174.810337,-36.962612
Te Kura Maori o Porirua,174.878538,-41.122123
St Thomas More Catholic School,176.226299,-37.677013
Amana Christian School,170.34979,-45.878087
St Paul's School (Massey),174.607463,-36.826972
Te Kura o Torere,177.493744,-37.947643
Wainuiomata Intermediate,174.933393,-41.252707
Konini Primary School (Wainuiomata),174.936129,-41.254825
Manaia View School,174.302757,-35.745843
Drummond Primary School,168.150669,-46.153
TKKM o Wairarapa,175.667556,-40.96076
Motueka Rudolf Steiner School,173.009784,-41.130021
Destiny School,174.877782,-37.000603
Silverstream (South) Primary School,170.359816,-45.874687
Putaruru Primary School,175.779072,-38.059323
Lakeview School,175.679087,-40.947898
Masterton Primary School,175.644532,-40.962151
Douglas Park School,175.646571,-40.945591
Huia Range School,176.10897,-40.19976
Stella Maris Primary School,174.677317,-36.613787
Te Kura o Waikare,174.234208,-35.339898
Whangaruru School,174.316723,-35.377693
Wairoa Primary School,177.42471,-39.037376
Tiaho Primary School,177.419993,-39.04303
TKKM o Te Ara Whanui,174.888332,-41.217843
TKKM o Nga Uri A Maui,177.997977,-38.643503
TKKM o Te Waiu o Ngati Porou,178.320958,-37.891158
TKKM o Te Wananga Whare Tapere o Takitimu,176.856058,-39.643429
Ruakituri School,177.411364,-38.770748
Te Mahia School,177.920267,-39.087426
Mohaka School,177.190828,-39.117133
Te Kura o Waikaremoana,177.151257,-38.823645
Rahotu School,173.802899,-39.325024
Aberdeen School,175.243253,-37.789
Allandale School,176.983303,-37.968787
Amisfield School,175.882807,-38.236275
Aorangi School (Rotorua),176.207999,-38.131962
Apanui School,176.989578,-37.95703
Arataki School,176.231122,-37.675378
Aria School,174.986676,-38.564018
Arohena School,175.613422,-38.192616
Ashbrook School,177.293761,-38.014704
Awakeri School,176.897386,-37.995011
Bankwood School,175.2761,-37.754911
Bellevue School (Tauranga),176.125569,-37.679313
Berkley Normal Middle School,175.327494,-37.802515
TKKM o Bernard Fergusson,175.162062,-37.662082
Bethlehem School,176.108604,-37.690323
Broadlands School,176.332745,-38.511393
Brookfield School,176.132867,-37.690704
Cambridge East School,175.471246,-37.884048
Cambridge Middle School,175.462246,-37.887159
Cambridge School,175.467817,-37.895329
Cargill Open Plan School,175.866035,-38.241508
Centennial Park School,175.174233,-38.335869
Colville School,175.472294,-36.628202
Coroglen School,175.6982,-36.924371
David Henry School,175.854758,-38.227335
David Street School,175.523679,-37.650086
Deanwell School,175.27562,-37.81988
Edgecumbe School,176.827669,-37.969394
Elstow-Waihou Combined School,175.638269,-37.523479
Fairfield Intermediate,175.285143,-37.763346
Fairfield Primary School,175.284078,-37.764107
Fairhaven School,176.321029,-37.796351
TKKM o Te Ara Rima,175.295689,-37.771224
Firth School,175.764421,-37.817692
Forest Lake School,175.255938,-37.770336
Frankton School,175.249637,-37.793251
Galatea School,176.741362,-38.410808
Glen Massey School,175.075906,-37.673206
Glenholme School,176.246129,-38.149354
Glenview School (Hamilton),175.290754,-37.81635
Goldfields School (Paeroa),175.674414,-37.370573
Goodwood School,175.472019,-37.842492
Gordonton School,175.30798,-37.666548
Greenpark School (Tauranga),176.127531,-37.732545
Greerton Village School,176.133809,-37.728178
Hamilton East School,175.290497,-37.78742
Hamilton North School,175.255766,-37.755169
Hamilton West School,175.283299,-37.798962
Hautapu School,175.425206,-37.860469
Hauturu School,174.930091,-38.10415
Hikuai School,175.773374,-37.071598
Hikutaia School,175.65692,-37.295504
Hillcrest Normal School,175.321222,-37.801123
Hilltop School,176.092077,-38.700817
Hinuera School,175.75781,-37.880686
Horahora School (Cambridge),175.625366,-37.981267
Horohoro School,176.171969,-38.23903
Horotiu School,175.204649,-37.70081
Horsham Downs School,175.248986,-37.699827
TKKM o Huiarau,176.95622,-38.606848
Hukanui School,175.278924,-37.748151
St Patrick's Catholic School (Taupo),176.061929,-38.677659
Huntly School (Waikato),175.162351,-37.555034
Huntly West School,175.150133,-37.558865
Insoll Avenue School,175.296346,-37.761853
Rangitaiki School,176.367617,-38.876539
James Street School,176.971429,-37.960769
Kaharoa School,176.234323,-37.995972
Kaihere School,175.420544,-37.372751
Kaimai School,176.025008,-37.813001
Kaingaroa Forest School,176.569432,-38.407687
Kaipaki School,175.385957,-37.887657
Kaitao Intermediate,176.221391,-38.125531
Tauranga Special School,176.155617,-37.711538
Karangahake School,175.723488,-37.421806
Karapiro School,175.55361,-37.915615
Katikati Primary School,175.922079,-37.551749
Kawaha Point School,176.23351,-38.108983
Kawerau South School,176.701088,-38.096442
Kawhia School,174.820083,-38.062017
Kea Street Specialist School,176.223575,-38.116623
TKKM o Harataunga,175.550099,-36.668798
Kerepehi School,175.540883,-37.297058
Kihikihi School,175.35508,-38.040619
Kimihia School,175.17186,-37.543187
Kinohaku School,174.822337,-38.159021
Kio Kio School,175.276714,-38.162046
Kiwitahi School,175.583388,-37.740001
Knighton Normal School,175.310072,-37.793053
Kopuarahi School,175.50648,-37.220224
Korakonui School,175.409783,-38.144041
Koromatua School,175.207491,-37.831615
Kuratau School,175.674338,-38.881513
Kutarere School,177.14744,-38.044262
Lake Rerewhakaaitu School,176.493668,-38.317411
Lake Rotoma School,176.546294,-38.042015
Leamington School,175.473854,-37.916947
Lichfield School,175.811561,-38.106168
Lynmore Primary School,176.284337,-38.144564
Maeroa Intermediate,175.260654,-37.778154
Maihiihi School,175.386643,-38.217564
Maketu School,176.455942,-37.761976
Malfroy School,176.234256,-38.14545
Mamaku School,176.078395,-38.098604
Te Wharekura o Manaia,175.478775,-36.851534
Manawaru School,175.763673,-37.633176
Mapiu School,175.214858,-38.575666
Te Kura Mana Maori Maraenui,177.583884,-37.8733
Marotiri School,175.819588,-38.543627
Te Kura Mana Maori o Matahi,177.110106,-38.259209
Te Kura o Te Moutere O Matakana,176.083102,-37.609834
Matamata Intermediate,175.765334,-37.815755
Matamata Primary School,175.77682,-37.811744
Matangi School,175.393696,-37.803586
Te Kura o Matapihi,176.194451,-37.697147
Matata School,176.759103,-37.893318
Matatoki School,175.603396,-37.206692
Matua School,176.129675,-37.665156
Maungatapu School,176.173783,-37.721897
Melville Intermediate,175.28058,-37.813089
Melville Primary School,175.283492,-37.814237
Merivale School,176.143844,-37.720485
Mihi School,176.296934,-38.470968
Miller Avenue School,175.672063,-37.371747
Moanataiari School,175.53275,-37.129457
Mokoia Intermediate,176.297507,-38.137382
Morrinsville Intermediate,175.534972,-37.647585
Morrinsville School,175.528028,-37.654062
Motumaoho School,175.471491,-37.685307
Mountview School,176.092042,-38.683174
Mt Maunganui Intermediate,176.211289,-37.665523
Mt Maunganui School,176.198696,-37.649355
Nawton School,175.241733,-37.779882
Netherton School,175.609845,-37.340241
Newstead Model School,175.359003,-37.776429
Ngahinapouri School,175.205324,-37.897937
Ngakonui Valley School,175.315068,-38.822018
Ngakuru School,176.1932,-38.32138
Te Kura o Ngapuke,175.417159,-38.88557
Ngaruawahia School,175.151009,-37.670212
Ngatea School,175.493406,-37.275289
Ngati Haua School,175.478631,-37.798253
Ngongotaha School,176.209652,-38.079809
Ngutunui School,175.115991,-38.076127
Nukuhou North School,177.126406,-38.126716
Ohaupo School,175.315726,-37.905314
Ohinewai School,175.157806,-37.492892
Ohope Beach School,177.049331,-37.96964
Kuranui Primary School,175.838374,-37.940609
Omanu School,176.206279,-37.658579
Omarumutu School,177.405099,-37.99652
Omokoroa Point School,176.042464,-37.635821
Omokoroa School,176.032159,-37.67267
Te Wharekura o Maniapoto,175.116309,-38.315046
Opotiki School,177.284973,-38.009236
Opoutere School,175.846029,-37.129694
Orini Combined School,175.316113,-37.554647
Oropi School,176.159141,-37.839064
Otakiri School,176.762961,-37.986232
Otamarakau School,176.588268,-37.837267
TKKM o Otepou,176.241569,-37.718298
Otewa School,175.289156,-38.228055
Otonga Road School,176.234477,-38.161953
Otorohanga School,175.225467,-38.188411
Otorohanga South School,175.203181,-38.187932
Otumoetai Intermediate,176.129617,-37.675421
Otumoetai Primary School,176.135991,-37.682069
St Mary's Catholic School (Otorohanga),175.209675,-38.182248
Owhata School,176.298637,-38.138107
Paengaroa School,176.414687,-37.824916
Paeroa Central School,175.676936,-37.382135
Pahoia School,175.996265,-37.655224
Papamoa Primary School,176.313864,-37.709596
Parawai School,175.56061,-37.155474
Te Kura o Te Paroa,176.940273,-37.952177
Paterangi School,175.244894,-37.950757
Patricia Avenue School,175.301528,-37.786101
Peachgrove Intermediate,175.298631,-37.78471
Pekerau School,175.338816,-38.003318
Pillans Point School,176.156877,-37.671863
Piopio Primary School,175.014753,-38.47155
Piripiri School,174.875746,-38.25501
Pirongia School,175.203272,-37.988673
Pokuru School,175.23641,-38.056191
Pongakawa School,176.47693,-37.837505
Puahue School,175.409281,-38.036458
Pukeatua School,175.558005,-38.064773
Pukehina School,176.542846,-37.846067
Pukemiro School,175.033744,-37.622886
Pukenui School (Te Kuiti),175.160672,-38.34145
Puketaha School,175.327519,-37.720062
Pukete School,175.240435,-37.745151
Puriri School,175.639128,-37.229337
Te Puru School,175.519803,-37.041596
Pyes Pa Road School,176.125864,-37.819257
Te Wharekura o Rakaumangamanga,175.145791,-37.555911
Te Kura o Rangiriri,175.132756,-37.429865
Rangitoto School,175.256984,-38.345472
Rangiuru School,176.360482,-37.844729
Reporoa School,176.343188,-38.435284
Rhode Street School,175.25179,-37.799058
Roto-O-Rangi School,175.461849,-37.978941
TKKM o Rotoiti,176.483862,-38.048252
Rotokauri School,175.206317,-37.77005
Rotokawa School,176.319986,-38.108119
Rotorua Intermediate,176.244115,-38.144329
Rotorua School,176.24883,-38.134521
Ficino School,174.75973,-36.873259
Ruawaro Combined School,175.041164,-37.527585
Rukuhia School,175.299799,-37.853589
Selwyn School,176.225507,-38.116472
Silverdale Normal School,175.329297,-37.792878
Springdale School,175.567819,-37.532358
Hamilton Junior High School,175.253886,-37.754964
St Anthony's Catholic School (Huntly),175.162578,-37.537154
St Columba's Catholic School (Frankton),175.250882,-37.786763
St Francis School (Thames),175.546126,-37.143547
St Joseph's Catholic School (Fairfield),175.274386,-37.766686
St Joseph's Catholic School (Matamata),175.777828,-37.813278
St Joseph's Catholic School (Matata),176.757791,-37.891227
St Joseph's Catholic Sch (Morrinsville),175.532269,-37.65486
St Joseph's Catholic School (Opotiki),177.285676,-38.002364
St Joseph's Catholic School (Paeroa),175.679643,-37.386368
St Joseph's Catholic School (Te Aroha),175.710818,-37.540324
St Joseph's Catholic School (Te Kuiti),175.164606,-38.340262
St Joseph's Catholic School (Waihi),175.845001,-37.392955
St Joseph's Catholic School (Whakatane),176.982539,-37.964493
St Mary's Catholic School (Putaruru),175.77944,-38.047376
St Mary's Catholic School (Rotorua),176.248196,-38.146855
St Mary's Catholic School (Tauranga),176.166143,-37.706388
St Michael's Catholic School (Rotorua),176.21988,-38.131417
St Patrick's Catholic Sch (Taumarunui),175.259538,-38.880473
St Patrick's Catholic Sch (Te Awamutu),175.319307,-38.008558
St Paul's Catholic School (Ngaruawahia),175.155336,-37.672652
St Peter Chanel Catholic Sch (Te Rapa),175.253233,-37.76428
St Peter's Catholic School (Cambridge),175.472145,-37.892754
St Pius X Catholic School (Melville),175.288081,-37.81316
Stanley Avenue School,175.697473,-37.547302
Strathmore School,175.871289,-38.233595
Sunset Primary School,176.22322,-38.139066
Te Kura o Tahaaroa,174.732873,-38.149441
Tahuna School,175.489287,-37.501903
Tainui Full Primary School,175.857809,-38.241778
Tairua School,175.846526,-37.011524
Tamahere Model Country School,175.354046,-37.8265
Taneatua School,177.009343,-38.065102
Tapu School,175.501159,-36.985384
Tarrangower School,175.251909,-38.867918
Tatuanui School,175.597466,-37.621802
Tauhara School,176.100389,-38.691376
Tauhei Combined School,175.430749,-37.602299
Taumarunui Primary School,175.27109,-38.883558
Taupiri School,175.187846,-37.613665
Taupo Intermediate,176.096893,-38.69762
Taupo School,176.073774,-38.687285
Tauranga Intermediate,176.154329,-37.713032
Tauranga Primary School,176.16398,-37.691995
Gate Pa School,176.145835,-37.711142
Tauriko School,176.095296,-37.740732
Tauwhare School,175.455519,-37.772849
Tawera Bilingual School,176.98582,-38.151864
Te Akau School,174.87356,-37.668977
Te Aroha Primary School,175.709553,-37.537543
Te Awamutu Intermediate,175.332486,-38.017685
Te Awamutu Primary School,175.318627,-38.012106
Te Kauwhata Primary School,175.145245,-37.40421
Te Kowhai School,175.153338,-37.739282
Te Kuiti Primary School,175.159608,-38.329333
Te Mahoe School,176.816074,-38.108728
Te Mata School (Raglan),174.867008,-37.880361
